('WORD', 'TAG', 'PREDICTED TAG')
('kwiminyaka', 'N04', 'N04')
('engaphezulu', 'ADV', 'REL')
('kwe-14', 'REL', 'V')
('$', 'END', 'END')
0.65
('^', 'START', 'START')
('Kule', 'DEM01', 'DEM01')
('minyaka', 'N04', 'N04')
('mithathu', 'ADJ04', 'V')
('izayo', 'V', 'V')
('abantwana', 'N02', 'V')
('abongezelelweyo', 'V', 'V')
('abazizigidi', 'N08', 'V')
('ezibini', 'POS', 'V')
('abavela', 'V', 'V')
('kwiintsapho', 'LOC', 'N')
('nemizi', 'N04', 'V')
('ehlwempuzekileyo', 'REL', 'V')
('ababudala', 'V', 'REL')
('buli-15', 'REL', 'V')
('ukuya', 'V', 'V')
('kwi-18', 'REL', 'V')
('leminyaka', 'N04', 'N04')
('bayakuxhamla', 'V', 'V')
('kwiNkxaso-mali', 'N', 'V')
('yaBantwana', 'N02', 'V')
('$', 'END', 'END')
0.45454545454545453
('^', 'START', 'START')
('IQumrhu', 'N', 'V')
('loPhuhliso', 'P', 'P')
('lwamaShishini', 'N06', 'V')
('ibekele', 'V', 'V')
('bucala', 'V', 'V')
('imali', 'N09', 'N09')
('ezibhiliyoni', 'LOC', 'V')
('ezi-6', 'DEM', 'V')
('ukuncedana', 'V', 'V')
('neenkampani', 'N10', 'N10')
('ezisokolayo', 'V', 'V')
('$', 'END', 'END')
0.6923076923076923
('^', 'START', 'START')
('URhulumente', 'N01', 'V')
('uvelise', 'V', 'V')
('isikimu', 'N', 'V')
('seenkqubo', 'N10', 'N10')
('zoqeqesho', 'N11', 'N11')
('ukunika', 'V', 'V')
('abasebenzi', 'N02', 'N02')
('ixesha', 'N05', 'N05')
('lokuba', 'V', 'V')
('bafumane', 'V', 'V')
('uqeqesho', 'N11', 'N11')
('kunokuba', 'V', 'V')
('badendwe', 'V', 'V')
('$', 'END', 'END')
0.8666666666666667
('^', 'START', 'START')
('La', 'V', 'V')
('malinge', 'V', 'V')
('omelezwe', 'V', 'V')
('yiNkqubo', 'N09', 'V')
('yeMisebenzi', 'N04', 'V')
('yoLuntu', 'N11', 'N09')
('yethu', 'POS04', 'POS04')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Isizwe', 'N07', 'V')
('siyakukhumbula', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('kwiNtetho', 'N', 'V')
('kaMongameli', 'POS', 'V')
('engoBume', 'N14', 'V')
('beSizwe', 'N07', 'REL')
('yowama-2009', 'P', 'V')
('ndabhengeza', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('iNkqubo', 'N09', 'N09')
('yeMisebenzi', 'N04', 'V')
('yoLuntu', 'N11', 'N')
('eNatyisiweyo', 'N', 'V')
('iza', 'V', 'V')
('kudala', 'ADJ05', 'ADJ05')
('amathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'N04')
('engama-500', 'REL', 'REL')
('000', 'REL', 'REL')
('kweyoMnga', 'V', 'V')
('$', 'END', 'END')
0.6086956521739131
('^', 'START', 'START')
('La', 'V', 'V')
('ngamathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'V')
('adalelwe', 'V', 'V')
('ukubonelela', 'V', 'V')
('abantu', 'N02', 'V')
('abangaphangeliyo', 'V', 'V')
('ngomvuzo', 'N03', 'V')
('amava', 'N06', 'V')
('omsebenzi', 'N01', 'V')
('namathuba', 'N06', 'N06')
('oqeqesho', 'N11', 'N11')
('$', 'END', 'END')
0.6428571428571429
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('sinovuyo', 'V', 'V')
('ukunazisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('ekupheleni', 'V', 'V')
('kweyoMnga', 'V', 'V')
('besesidale', 'V', 'V')
('amathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'N04')
('yoluntu', 'N11', 'N11')
('engaphezulu', 'ADV', 'ADV')
('kwama-480', 'POS', 'V')
('000', 'REL', 'V')
('into', 'N09', 'N09')
('ethetha', 'V', 'V')
('ukuthi', 'CONJ', 'CONJ')
('yenani', 'V', 'V')
('ebesijolise', 'V', 'V')
('kulo', 'DEM01', 'DEM01')
('$', 'END', 'END')
0.8695652173913043
('^', 'START', 'START')
('Le', 'DEM01', 'DEM01')
('yimisebenzi', 'N04', 'N')
('efana', 'V', 'V')
('neyokwakha', 'V', 'V')
('unakekelo', 'POS', 'V')
('lwezempilo', 'N09', 'V')
('lwasekhaya', 'N05', 'V')
('nolwasekuhlaleni', 'V', 'N')
('neeprojekti', 'V', 'V')
('zokusingqongileyo', 'V', 'V')
('$', 'END', 'END')
0.5833333333333334
('^', 'START', 'START')
('Sityumbe', 'V', 'V')
('imimandla', 'N', 'N')
('ethile', 'V', 'V')
('efuna', 'V', 'V')
('ukuphuculwa', 'V', 'V')
('esiza', 'V', 'V')
('kuyisebenzisa', 'V', 'V')
('ukuya', 'V', 'V')
('phambili', 'ADV', 'ADV')
('kuquka', 'V', 'V')
('nokuqinisekisa', 'V', 'V')
('ngeeprojekti', 'N09', 'V')
('ezijolise', 'V', 'V')
('kakhulu', 'ADV', 'ADV')
('ekusekweni', 'V', 'V')
('kwemisebenzi', 'N04', 'V')
('$', 'END', 'END')
0.8888888888888888
('^', 'START', 'START')
('Siyayazi', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('oku', 'DEM01', 'DEM01')
('namanye', 'ADV', 'ADV')
('amanyathelo', 'N06', 'V')
('akusoze', 'V', 'V')
('kuyinciphise', 'V', 'V')
('ngokupheleleyo', 'P', 'P')
('impembelelo', 'N09', 'N09')
('yokudodobala', 'V', 'V')
('koqoqosho', 'POS', 'POS')
('$', 'END', 'END')
0.9230769230769231
('^', 'START', 'START')
('Siyawubulela', 'V', 'V')
('umoya', 'N03', 'N03')
('weentsapho', 'P', 'V')
('wobuhlali', 'V', 'V')
('nomsebenzi', 'N01', 'N01')
('wamavolontiya', 'N06', 'V')
('ovuselela', 'V', 'V')
('abantu', 'N02', 'V')
('abaninizi', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('bancede', 'V', 'V')
('abo', 'DEM02', 'DEM02')
('bachatshazelwe', 'V', 'V')
('kakhulu', 'ADV', 'ADV')
('yile', 'DEM01', 'V')
('ntlekele', 'N09', 'N09')
('ngala', 'ADV', 'ADV')
('maxesha', 'N06', 'V')
('obunzima', 'REL14', 'V')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Iimpawu', 'N10', 'V')
('zoqoqosho', 'POS', 'POS')
('zibonisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('ngoku', 'ADV', 'ADV')
('sesidlulile', 'V', 'V')
('kwelona', 'V', 'V')
('xesha', 'N', 'N')
('linzima', 'N14', 'V')
('$', 'END', 'END')
0.8181818181818182
('^', 'START', 'START')
('Uqoqosho', 'N', 'N')
('luyakhula', 'V', 'V')
('eMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('kwaye', 'ADV', 'ADV')
('silindele', 'V', 'V')
('ukukhula', 'V', 'V')
('koqoqosho', 'POS', 'POS')
('okuya', 'V', 'V')
('phambili', 'ADV', 'ADV')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Iinkcukacha-manani', 'N10', 'V')
('zezemisebenzi', 'N04', 'V')
('ezikhutshwe', 'V', 'V')
('ngoLwesibini', 'LOC', 'V')
('zibonakalisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('uqoqosho', 'N', 'N')
('ludala', 'V', 'V')
('amathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'N04')
('kunokuba', 'V', 'V')
('luyivale', 'V', 'V')
('$', 'END', 'END')
0.7857142857142857
('^', 'START', 'START')
('Kodwa', 'V', 'V')
('ke', 'CONJ', 'CONJ')
('kuse', 'V', 'V')
('kutsha', 'ADJ05', 'V')
('noko', 'ADV', 'ADV')
('ukuba', 'CONJ', 'CONJ')
('singaqiniseka', 'V', 'V')
('ngezinga', 'N05', 'N05')
('lokuphucuka', 'V', 'V')
('$', 'END', 'END')
0.9090909090909091
('^', 'START', 'START')
('Ngoko', 'N11', 'N11')
('ke', 'CONJ', 'CONJ')
('uRhulumente', 'N01', 'V')
('akakazukuyirhoxisa', 'V', 'V')
('inkxaso', 'N', 'N')
('yakhe', 'POS04', 'POS04')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Ngoku', 'ADV', 'ADV')
('lixesha', 'P', 'P')
('lokuba', 'V', 'V')
('sakhe', 'POS07', 'V')
('isiseko', 'N07', 'N07')
('sokukhula', 'V', 'V')
('koqoqosho', 'POS', 'POS')
('olomeleleyo', 'V', 'V')
('ukuya', 'V', 'V')
('phambili', 'ADV', 'ADV')
('nokukhula', 'V', 'V')
('okuvelisa', 'V', 'V')
('amathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'N04')
('eyongezelelweyo', 'V', 'V')
('$', 'END', 'END')
0.9411764705882353
('^', 'START', 'START')
('Inkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yeziseko', 'POS', 'V')
('zoncedo', 'N09', 'V')
('yexesha', 'N05', 'N05')
('elide', 'ADJ05', 'ADJ05')
('iza', 'V', 'V')
('kusinceda', 'V', 'V')
('sikhule', 'V', 'V')
('ngoku', 'ADV', 'ADV')
('khawuleza', 'V', 'V')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Iinkqubo', 'N10', 'N10')
('zethu', 'POS10', 'POS10')
('zezemfundo', 'V', 'V')
('nezakhono', 'N', 'N')
('ziza', 'V', 'V')
('kwandisa', 'V', 'V')
('ukuvelisa', 'V', 'V')
('kwethu', 'POS15', 'POS15')
('nokukhuphisana', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('IsiCwangciso', 'N07', 'V')
('sokuSebenza', 'V', 'V')
('koMgaqo-nkqubo', 'N09', 'V')
('wezoShishino', 'N', 'V')
('wethu', 'POS01', 'N')
('nengqwalasela', 'V', 'N09')
('yethu', 'POS04', 'POS04')
('entsha', 'N14', 'N14')
('kwimisebenzi', 'N04', 'V')
('efanelekileyo', 'V', 'V')
('ngokusingqongileyo', 'V', 'V')
('siyakwakha', 'V', 'V')
('ushishino', 'P', 'P')
('olomelele', 'V', 'V')
('ngokuthe', 'V', 'V')
('chatha', 'V', 'V')
('noluqesha', 'V', 'V')
('abantu', 'N02', 'N02')
('abaninzi', 'POS06', 'POS06')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('Inkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yophuhliso', 'P', 'P')
('lwamaphandle', 'ADV', 'V')
('iya', 'N05', 'N05')
('kuphucula', 'V', 'V')
('imveliso', 'N09', 'N09')
('yasemaphandleni', 'N06', 'V')
('kwakunye', 'V', 'V')
('nobomi', 'N14', 'V')
('babantu', 'N02', 'N02')
('abahlala', 'V', 'V')
('emaphandleni', 'N06', 'V')
('$', 'END', 'END')
0.7333333333333333
('^', 'START', 'START')
('Isiseko', 'N07', 'V')
('sesicwangciso-qhinga', 'N', 'V')
('sethu', 'POS07', 'V')
('sokubuyisela', 'V', 'V')
('uqoqosho', 'N', 'N')
('nokukhula', 'V', 'V')
('inkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yotyalo-mali', 'POS', 'V')
('lwemali', 'N09', 'V')
('eyinkunzi', 'N09', 'N09')
('$', 'END', 'END')
0.6153846153846154
('^', 'START', 'START')
('Kule', 'DEM01', 'DEM01')
('minyaka', 'N04', 'N04')
('mithathu', 'ADJ04', 'V')
('izayo', 'V', 'V')
('urhulumente', 'N01', 'N01')
('uza', 'N11', 'V')
('kuchitha', 'V', 'V')
('ama-R846', 'DEM', 'V')
('eebhiliyoni', 'N06', 'V')
('kwiziseko', 'POS', 'V')
('zoncedo', 'REL', 'V')
('zoluntu', 'N11', 'N11')
('$', 'END', 'END')
0.5714285714285714
('^', 'START', 'START')
('Kwezothutho', 'N03', 'V')
('siza', 'V', 'V')
('kulolonga', 'V', 'V')
('sandise', 'V', 'V')
('uthungelwano', 'N', 'V')
('lwethu', 'POS11', 'N')
('leendlela', 'V', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('uthungelwano', 'N', 'V')
('lwethu', 'POS11', 'V')
('lomzila', 'V', 'V')
('kaloliwe', 'V', 'V')
('luthembakele', 'V', 'V')
('luyakhuphisana', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('ludityaniswe', 'V', 'V')
('ngendlela', 'N09', 'N09')
('engcono', 'N14', 'V')
('namazibuko', 'P', 'V')
('wethu', 'POS01', 'V')
('$', 'END', 'END')
0.7058823529411765
('^', 'START', 'START')
('Ukuqinisekisa', 'V', 'V')
('unikezelo', 'N', 'V')
('mbane', 'N03', 'V')
('oluthembakeleyo', 'REL', 'V')
('siye', 'V', 'V')
('saseka', 'V', 'V')
('iKomiti', 'P', 'V')
('yabaPhathiswa', 'V', 'V')
('kwezaMandla', 'N06', 'V')
('ukuze', 'CONJ', 'CONJ')
('baphuhlise', 'V', 'V')
('isicwangciso', 'N07', 'N07')
('semithombo', 'N04', 'V')
('esidibeneyo', 'P', 'V')
('seminyaka', 'N04', 'N04')
('engama-20', 'P', 'P')
('$', 'END', 'END')
0.6111111111111112
('^', 'START', 'START')
('Phakathi', 'ADV', 'ADV')
('kwezinye', 'POS15', 'POS15')
('izinto', 'N10', 'N10')
('oku', 'DEM01', 'DEM01')
('kuya', 'N05', 'N05')
('kujonga', 'V', 'V')
('ekuthatheni', 'V', 'V')
('inxaxheba', 'V', 'V')
('kwabavelisi', 'V', 'V')
('bombane', 'N03', 'V')
('abazimeleyo', 'V', 'V')
('nokukhusela', 'V', 'V')
('abantu', 'N02', 'N02')
('abahluphekileyo', 'V', 'V')
('kumaxabiso', 'N06', 'V')
('ombane', 'N03', 'N03')
('onyukayo', 'V', 'V')
('$', 'END', 'END')
0.8947368421052632
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuseka', 'V', 'V')
('ulawulo', 'N11', 'N11')
('lwenkqubo', 'N09', 'N09')
('ezimeleyo', 'V', 'V')
('eyahlukileyo', 'V', 'V')
('ku-Eskom', 'N', 'V')
('Holdings', 'V', 'V')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('U-Eskom', 'N', 'V')
('uza', 'N11', 'N11')
('kuqhubekeka', 'V', 'V')
('ukwakha', 'V', 'V')
('amandla', 'N06', 'N06')
('okuvelisa', 'V', 'V')
('aze', 'V', 'V')
('aphucule', 'V', 'V')
('indlela', 'N09', 'N09')
('yokulolonga', 'V', 'V')
('izikhululo', 'N', 'V')
('zakhe', 'POS10', 'V')
('$', 'END', 'END')
0.7857142857142857
('^', 'START', 'START')
('Ukuqinisekisa', 'V', 'V')
('ukukhuthaza', 'V', 'V')
('uqoqosho', 'N', 'N')
('oluquka', 'V', 'V')
('wonke', 'N01', 'N01')
('umntu', 'N01', 'N01')
('ukuncedisa', 'V', 'V')
('nokuphuhlisa', 'V', 'V')
('siye', 'V', 'V')
('saseka', 'V', 'V')
('iBhunga', 'N', 'V')
('lokuCebisa', 'V', 'V')
('lokuXhotyiswa', 'V', 'V')
('kwaBamnyama', 'REL', 'V')
('ngokuBanzi', 'V', 'V')
('kwezoQoqosho', 'N', 'N')
('usihlalo', 'N', 'V')
('walo', 'DEM01', 'V')
('nguMongameli', 'V', 'V')
('$', 'END', 'END')
0.8095238095238095
('^', 'START', 'START')
('Eyona', 'V', 'V')
('ngqwalasela', 'V', 'V')
('intsha', 'V', 'V')
('ingxamisekileyo', 'V', 'V')
('lutshintsho', 'N', 'V')
('lomgaqo-nkqubo', 'N09', 'V')
('ekufuneka', 'V', 'V')
('ibe', 'V', 'V')
('ngamangenelelo', 'N', 'V')
('okudala', 'V', 'V')
('amathuba', 'N06', 'N06')
('emisebenzi', 'N04', 'N04')
('yabantu', 'N02', 'N02')
('abatsha', 'ADJ02', 'ADJ02')
('$', 'END', 'END')
0.8125
('^', 'START', 'START')
('Izinga', 'N09', 'V')
('lokungaphangeli', 'ADV', 'V')
('kwabantu', 'N02', 'N02')
('abatsha', 'ADJ02', 'ADJ02')
('lingaphezu', 'ADV', 'V')
('kokuqonda', 'V', 'V')
('$', 'END', 'END')
0.625
('^', 'START', 'START')
('Kuza', 'V', 'V')
('kwenziwa', 'V', 'V')
('iziphakamiso', 'N08', 'V')
('zokuncedisa', 'V', 'V')
('kwiindleko', 'N10', 'V')
('zokuqeshwa', 'V', 'V')
('kwabasebenzi', 'N02', 'V')
('abasebatsha', 'ADJ02', 'V')
('ukukhuthaza', 'V', 'V')
('iifemu', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('ziqeshe', 'V', 'V')
('abasebenzi', 'N02', 'V')
('abangenamava', 'N06', 'V')
('$', 'END', 'END')
0.625
('^', 'START', 'START')
('Okunye', 'V', 'V')
('ukwandiswa', 'V', 'V')
('kwenkqubo', 'N09', 'N09')
('yemisebenzi', 'N04', 'N04')
('yoluntu', 'N11', 'N11')
('nako', 'ADV', 'ADV')
('kusendleleni', 'P', 'V')
('$', 'END', 'END')
0.8888888888888888
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kuquka', 'V', 'V')
('iziseko', 'N08', 'V')
('zoncedo', 'N', 'V')
('zasekhaya', 'N05', 'N')
('neeprojekti', 'V', 'V')
('zamaziko', 'N06', 'V')
('emfundo', 'N09', 'N09')
('ephakamileyo', 'V', 'V')
('neeprojekti', 'N09', 'V')
('zezakhono', 'POS', 'V')
('zokufunda', 'V', 'V')
('nokubhala', 'V', 'V')
('unakekelo', 'POS', 'V')
('lwezempilo', 'POS', 'V')
('lasekhaya', 'N05', 'V')
('ukunakekelwa', 'V', 'V')
('kwezikolo', 'N08', 'V')
('namaphulo', 'N', 'N')
('okuPhuhliswa', 'V', 'V')
('kwabaNtwana', 'N02', 'V')
('abasaKhulayo', 'POS', 'V')
('$', 'END', 'END')
0.5
('^', 'START', 'START')
('Kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('uphelileyo', 'ADV', 'ADV')
('siseke', 'V', 'V')
('i-Arhente', 'N', 'N')
('yoPhuhliso', 'P', 'P')
('loLutsha', 'N', 'V')
('yeSizwe', 'N07', 'N07')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('Siyalele', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('le', 'DEM01', 'DEM01')
('arhente', 'N', 'N')
('mayisebenze', 'V', 'V')
('ngokukhawuleza', 'V', 'V')
('ukuseka', 'V', 'V')
('iziseko', 'N08', 'N10')
('zayo', 'POS10', 'POS10')
('elizweni', 'N05', 'N05')
('jikelele', 'PRN', 'V')
('ukuze', 'CONJ', 'CONJ')
('ibe', 'V', 'V')
('nokuncedisa', 'V', 'V')
('ukufaka', 'V', 'V')
('iinkqubo', 'N10', 'N10')
('zophuhliso', 'P', 'P')
('lolutsha', 'POS05', 'V')
('eburhulumenteni', 'LOC', 'V')
('$', 'END', 'END')
0.8095238095238095
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Ekungeneni', 'V', 'V')
('kolu', 'DEM01', 'DEM01')
('lawulo', 'N', 'N')
('kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('uphelileyo', 'ADV', 'ADV')
('saqalisa', 'V', 'V')
('ukusebenza', 'V', 'V')
('ngamandla', 'N06', 'N06')
('ukwakha', 'V', 'V')
('isizwe', 'N07', 'N07')
('esiphuhlayo', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Sathi', 'P', 'DEM01')
('iya', 'N05', 'N05')
('kuba', 'CONJ', 'CONJ')
('sisizwe', 'V', 'V')
('esihoyana', 'V', 'V')
('neemfuno', 'N10', 'N')
('neminqweno', 'V', 'V')
('yabantu', 'N02', 'N02')
('esisebenza', 'V', 'V')
('ngcono', 'CONJ', 'CONJ')
('nangokukhawuleza', 'V', 'V')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Lo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('wama-2010', 'REL', 'V')
('uza', 'N11', 'N11')
('kuba', 'CONJ', 'CONJ')
('ngunyaka', 'N11', 'V')
('wokuba', 'V', 'V')
('kusetyenzwe', 'ADV', 'ADV')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Olona', 'V', 'V')
('phawu', 'N', 'N')
('lubalulekileyo', 'V', 'V')
('kolu', 'DEM01', 'DEM01')
('lawulo', 'N', 'N')
('iza', 'V', 'V')
('kuba', 'CONJ', 'CONJ')
('kukuba', 'V', 'V')
('luyabazi', 'V', 'V')
('abantu', 'N02', 'N02')
('ukuba', 'CONJ', 'CONJ')
('bahlala', 'V', 'V')
('phi', 'LOC', 'LOC')
('na', 'INT', 'N05')
('luyaziqonda', 'V', 'V')
('iimfuno', 'N10', 'N10')
('zabo', 'DEM02', 'DEM02')
('kwaye', 'ADV', 'ADV')
('lusabela', 'V', 'V')
('ngokukhawuleza', 'V', 'V')
('$', 'END', 'END')
0.9545454545454546
('^', 'START', 'START')
('URhulumente', 'N01', 'V')
('kufuneka', 'V', 'V')
('asebenze', 'V', 'V')
('ngokukhawuleza', 'V', 'V')
('ngamandla', 'N06', 'N06')
('nangcono', 'REL06', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Siza', 'V', 'V')
('kulindela', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('iiNkonzo', 'N10', 'V')
('zesiGqeba', 'V', 'N')
('nezoLuntu', 'N11', 'V')
('ukuba', 'CONJ', 'CONJ')
('ziwuthobele', 'V', 'V')
('lo', 'DEM01', 'DEM01')
('mbono', 'N', 'N')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Sakha', 'V', 'V')
('isizwe', 'N07', 'N07')
('esisekelezelwe', 'V', 'V')
('ekwenziweni', 'V', 'V')
('komsebenzi', 'N01', 'N01')
('ngokuphucula', 'V', 'V')
('ucwangciso', 'N08', 'V')
('kwakunye', 'V', 'V')
('nohlolo', 'N07', 'V')
('novavanyo', 'POS', 'V')
('lomsebenzi', 'N01', 'N01')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Sikwafuna', 'V', 'V')
('ukuquka', 'V', 'V')
('amanyathelo', 'N06', 'N06')
('okulingana', 'V', 'V')
('ngokwesini', 'P', 'P')
('kwiNkqubo', 'N09', 'N09')
('yoMsebenzi', 'N04', 'V')
('kaRhulumente', 'N01', 'N01')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('La', 'V', 'V')
('manyathelo', 'N06', 'V')
('ayakuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('abantu', 'N02', 'V')
('ababhinqileyo', 'V', 'V')
('abantwana', 'N02', 'N02')
('nabantu', 'N02', 'N02')
('abakhubazekileyo', 'V', 'V')
('bayakwazi', 'V', 'V')
('ukufikelela', 'V', 'V')
('kumathuba', 'N06', 'V')
('ophuhliso', 'POS', 'V')
('$', 'END', 'END')
0.7333333333333333
('^', 'START', 'START')
('Sinovuyo', 'N11', 'V')
('ukwazisa', 'V', 'V')
('ngendlela', 'N09', 'N09')
('entsha', 'N14', 'N14')
('yokusebenza', 'V', 'V')
('kurhulumente', 'N01', 'N01')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Imisebenzi', 'N04', 'V')
('yamasebe', 'N06', 'V')
('iya', 'N05', 'N05')
('kulinganiswa', 'V', 'V')
('ngemiphumela', 'V', 'V')
('ephuhliswe', 'V', 'V')
('ngenkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yohlolo', 'N11', 'N11')
('novavanyo', 'POS', 'V')
('lomsebenzi', 'N01', 'N01')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Abaphathiswa', 'REL', 'DEM01')
('abajongene', 'V', 'N')
('nemiphumela', 'N04', 'V')
('ethile', 'V', 'V')
('baya', 'V', 'V')
('kutyikitya', 'V', 'V')
('isivumelwano', 'N07', 'N07')
('sokwenziwa', 'V', 'V')
('komsebenzi', 'N01', 'N01')
('esicwangcisiweyo', 'V', 'V')
('kuMongameli', 'V', 'V')
('$', 'END', 'END')
0.7692307692307693
('^', 'START', 'START')
('Siza', 'V', 'V')
('kucacisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('yintoni', 'ADV', 'ADV')
('ekufanele', 'V', 'V')
('yenziwe', 'V', 'V')
('njani', 'ADV', 'ADV')
('ngubani', 'N11', 'V')
('phakathi', 'ADV', 'ADV')
('kwexesha', 'N05', 'N05')
('elingakanani', 'REL', 'V')
('na', 'INT', 'V')
('kwaye', 'ADV', 'ADV')
('kusetyenziswa', 'N', 'N')
('wuphi', 'V', 'V')
('umlinganiselo', 'N03', 'V')
('nayiphi', 'CONJ', 'CONJ')
('imithombo', 'N04', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Njengoko', 'ADV', 'ADV')
('nisazi', 'V', 'V')
('sizibophelele', 'V', 'V')
('kwiindawo', 'LOC', 'LOC')
('zantlanu', 'LOC', 'V')
('eziphambili', 'ADV', 'ADV')
('emakuqalwe', 'V', 'V')
('ngazo', 'ADV', 'ADV')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('ezemfundo', 'N09', 'V')
('ezempilo', 'N09', 'V')
('uphuhliso', 'N', 'N')
('lwamaphandle', 'ADV', 'V')
('novuselelo', 'POS', 'V')
('lomhlaba', 'N03', 'N03')
('ukudala', 'V', 'V')
('umsebenzi', 'N01', 'N01')
('ofanelekileyo', 'V', 'V')
('nokulwa', 'V', 'V')
('ulwaphulo-mthetho', 'POS', 'POS')
('$', 'END', 'END')
0.6923076923076923
('^', 'START', 'START')
('Ukongeza', 'V', 'V')
('siza', 'V', 'V')
('kusebenzela', 'V', 'V')
('ukuphucula', 'V', 'V')
('ukusebenza', 'V', 'V')
('koorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('uphuhliso', 'N', 'N')
('lweziseko', 'N', 'V')
('zoncedo', 'N11', 'N')
('neendawo', 'N10', 'V')
('zokuhlala', 'V', 'V')
('koluntu', 'N11', 'N11')
('$', 'END', 'END')
0.7333333333333333
('^', 'START', 'START')
('Siza', 'V', 'V')
('kwenza', 'V', 'V')
('imisebenzi', 'N04', 'N04')
('emininzi', 'POS06', 'POS06')
('engundoqo', 'N01', 'V')
('ukujolisa', 'V', 'V')
('ekuphumezeni', 'V', 'V')
('le', 'DEM01', 'DEM01')
('miphumela', 'V', 'V')
('$', 'END', 'END')
0.9090909090909091
('^', 'START', 'START')
('Ingqwalasela', 'P', 'N09')
('yethu', 'POS04', 'POS04')
('enkulu', 'ADJ09', 'V')
('siyibeke', 'V', 'V')
('kwezemfundo', 'N09', 'V')
('nasekuphuhlisweni', 'V', 'V')
('kwezakhono', 'N', 'N')
('kwimigaqo-nkqubo', 'P', 'V')
('yalo', 'DEM01', 'DEM01')
('rhulumente', 'N', 'N')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Kwinkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yama-2010', 'P', 'V')
('sifuna', 'V', 'V')
('ukuphucula', 'V', 'V')
